,school_name,specialization,normalized_school,predicted_school,normalized_major,predicted_major
1389,Đại học Ngân Hàng TP.HCM,Tài chính - Ngân hàng,đại học ngân hàng tp.hcm,"(1.0, 'đại học ngân hàng tp hcm')",tài chính ngân hàng,"(1.0, 'tài chính ngân hàng')"
1390,Cao Đẳng Thương Mại Và Du Lịch,Quản Trị Khách Sạn Nhà Hàng ,cao đẳng thương mại và du lịch,"(1.0, 'cao đẳng thương mại và du lịch')",quản trị khách sạn nhà hàng,"(0.7, 'quản trị khách sạn')"
1391,Đại học Quảng Nam,Công nghệ thông tin,đại học quảng nam,"(0.3684210526315789, 'đại học quảng nam')",công nghê thông tin,"(0.7142857142857143, 'công nghệ thông tin')"
1392,cao đẳng nghề hcm,quản trị mạng,cao đẳng nghề hcm,"(0.7333333333333333, 'cao đẳng nghề tp hcm')",quản trị mạng,"(0.5882352941176471, 'quản trị mạng máy tính')"
1393,Đại học An Giang,Sư phạm Ngữ văn,đại học an giang,"(1.0, 'đại học an giang đại học quốc gia hcm')",sư phạm ngữ văn,"(1.0, 'sư phạm ngữ văn')"
1394, trường THPT Liên Hà Hà Nội,0,thpt liên hà hà nội,"(1.0, 'trung học phổ thông')",0,"(0.0, 'lý luận lịch sử và phê bình mỹ thuật')"
1395,Trường Đại học Văn Lang,0,đại học văn lang,"(1.0, 'đại học văn lang')",0,"(0.0, 'lý luận lịch sử và phê bình mỹ thuật')"
1396,kinh te ki thuat cong nghiep,Công nghệ thông tin ,kinh te ki thuat cong nghiep,"(0.3055555555555556, 'đại học kinh tế kỹ thuật công nghiệp')",công nghệ thông tin,"(1.0, 'công nghệ thông tin')"
1397,kinh te ki thuat cong nghiep,Công nghệ thông tin ,kinh te ki thuat cong nghiep,"(0.3055555555555556, 'đại học kinh tế kỹ thuật công nghiệp')",công nghệ thông tin,"(1.0, 'công nghệ thông tin')"
1398,thpt Lý Thường Kiệt - Việt Yên - Bắc Giang,0,thpt lý thường kiệt - việt yên - bắc giang,"(1.0, 'trung học phổ thông')",0,"(0.0, 'lý luận lịch sử và phê bình mỹ thuật')"
1399,Vietnam Commercial University ,QTKD ,commercial university,"(0.5, 'đại học y dược cần thơ')",quản trị kinh doanh,"(1.0, 'quản trị kinh doanh')"
1400,THPT Cẩm Khê Cẩm Khê,0,thpt cẩm khê cẩm khê,"(1.0, 'trung học phổ thông')",0,"(0.0, 'lý luận lịch sử và phê bình mỹ thuật')"
1401,Dai Hoc Tay Do Cần Thơ,0,đại học tay do cần thơ,"(0.5882352941176471, 'đại học cần thơ')",0,"(0.0, 'lý luận lịch sử và phê bình mỹ thuật')"
1402,THPT Thới Lai ,0,thpt thới lai,"(1.0, 'trung học phổ thông')",0,"(0.0, 'lý luận lịch sử và phê bình mỹ thuật')"
1403,Trường Đại Học Khoa Học Tự Nhiên,Công nghệ thông tin,đại học khoa học tự nhiên,"(0.8095238095238095, 'đại học khoa học tự nhiên hà nội')",công nghệ thông tin,"(1.0, 'công nghệ thông tin')"
1404,THPT QUẾ VÕ 1 ,0,thpt quế võ 1,"(1.0, 'trung học phổ thông')",0,"(0.0, 'lý luận lịch sử và phê bình mỹ thuật')"
1405,Đại học lâm nghiệp,quản lý tài nguyên rừng và môi trường,đại học lâm nghiệp,"(0.7, 'đại học lâm nghiệp việt nam')",quản lý tài nguyên rừng và môi trường,"(0.8214285714285714, 'quản lý tài nguyên và môi trường')"
1406,THPT Hồng Lĩnh,0,thpt hồng lĩnh,"(1.0, 'trung học phổ thông')",0,"(0.0, 'lý luận lịch sử và phê bình mỹ thuật')"
1407,cao đẳng kinh tế kỹ thuật kiên giang,trung câdp kế toán,cao đẳng kinh tế kỹ thuật kiên giang,"(0.6774193548387096, 'cao đẳng kinh tế kỹ thuật điện biên')",trung câdp kế toán,"(0.35714285714285715, 'kế toán')"
1408,truong thpt phu lam,0,truong thpt phu lam,"(1.0, 'trung học phổ thông')",0,"(0.0, 'lý luận lịch sử và phê bình mỹ thuật')"
1409,THPT Xuân Đỉnh ( Hà Nội ),0,thpt xuân đỉnh ( hà nội ),"(1.0, 'trung học phổ thông')",0,"(0.0, 'lý luận lịch sử và phê bình mỹ thuật')"
1410,Trường THPT Phước Thiền Nhơn Trạch,0,thpt phước thiền nhơn trạch,"(1.0, 'trung học phổ thông')",0,"(0.0, 'lý luận lịch sử và phê bình mỹ thuật')"
1411,Đại học Kinh Tế Kỹ Thuật Công Nghiệp,Tài Chính Doanh Nghiệp,đại học kinh tế kỹ thuật công nghiệp,"(1.0, 'đại học kinh tế kỹ thuật công nghiệp')",tài chính doanh nghiệp,"(1.0, 'tài chính doanh nghiệp')"
1412,Đại học Kinh Tế Kĩ Thuật Công Nghiệp,Kinh tế,đại học kinh tế kĩ thuật công nghiệp,"(0.8620689655172413, 'đại học kinh tế kỹ thuật công nghiệp')",kinh tế,"(1.0, 'kinh tế')"
1413,Hệ trung cấp trường ĐH Tôn Đức Thắng,Kỹ thuật lập trình,hệ trung cấp  đại học tôn đức thắng,"(0.625, 'đại học tôn đức thắng')",kỹ thuật lập trình,"(0.47058823529411764, 'kỹ thuật hình sự')"
1414,đại học ngoại thương hà nội,tài chính ngân hàng,đại học ngoại thương hà nội,"(0.7368421052631579, 'đại học ngoại thương')",tài chính ngân hàng,"(1.0, 'tài chính ngân hàng')"
1415,Đại học Kinh tế,Kế toán kiểm toán,đại học kinh tế,"(0.7333333333333333, 'đại học kinh tế đại học huế')",kế toán kiểm toán,"(0.7, 'kiểm toán')"
1416,Đại Học Công Nghiệp Hà Nội,Kế Toán,đại học công nghiệp hà nội,"(1.0, 'đại học công nghiệp hà nội')",kế toán,"(1.0, 'kế toán')"
1417,Học Viện Tài Chính,0,học viện tài chính,"(1.0, 'học viện tài chính')",0,"(0.0, 'lý luận lịch sử và phê bình mỹ thuật')"
1418,Trường ĐH Kinh tế TP. Hồ Chí Minh - UEH ,0,đại học kinh tế tp. hcm - ueh,"(1.0, 'đại học kinh tế tp hcm')",0,"(0.0, 'lý luận lịch sử và phê bình mỹ thuật')"
1419,Đại học Công nghiệp Quảng Ninh,0,đại học công nghiệp quảng ninh,"(1.0, 'đại học công nghiệp quảng ninh')",0,"(0.0, 'lý luận lịch sử và phê bình mỹ thuật')"
1420,Đại Học Sư Phạm Kĩ Thuật Hưng Yên,0,đại học sư phạm kĩ thuật hưng yên,"(0.8461538461538461, 'đại học sư phạm kỹ thuật hưng yên')",0,"(0.0, 'lý luận lịch sử và phê bình mỹ thuật')"
1421,HUTECH - Đại học Công nghệ Tp.HCM,0,hutech - đại học công nghệ tp.hcm,"(1.0, 'đại học công nghệ tp hcm')",0,"(0.0, 'lý luận lịch sử và phê bình mỹ thuật')"
1422,Coventry University,Business Administratrion,coventry university,"(0.6111111111111112, 'đại học troy')",business administratrion,"(0.9047619047619048, 'quản trị kinh doanh')"
1423,Chisolme Institute,International Business,chisolme institute,"(0.5789473684210527, 'viện holmes')",international business,"(1.0, 'kinh doanh quốc tế')"
1424,thpt yên thọ ý Yên nam đinh,ko có,thpt yên thọ ý yên nam đinh,"(1.0, 'trung học phổ thông')",ko có,"(0.14285714285714285, 'báo chí')"
1425,Đại học Khoa học Xã hội bà Nhân văn,Quan hệ công chúng,đại học khoa học xã hội bà nhân văn,"(0.7857142857142857, 'đại học khoa học xã hội và nhân văn hà nội')",quan hệ công chúng,"(1.0, 'quan hệ công chúng')"
1426,Đại học Phương Đông,Kế toán,đại học phương đông,"(1.0, 'đại học phương đông')",kế toán,"(1.0, 'kế toán')"
1427,đại học kinh doanh và công nghệ hà nội,kế toán- tài chính ngân hàng,đại học kinh doanh và công nghệ hà nội,"(1.0, 'đại học kinh doanh và công nghệ hà nội')",kế toán tài chính ngân hàng,"(0.6842105263157895, 'tài chính ngân hàng')"
1428,Đại học Sư phạm Hà Nội 2,0,đại học sư phạm hà nội 2,"(1.0, 'đại học sư phạm hà nội 2')",0,"(0.0, 'lý luận lịch sử và phê bình mỹ thuật')"
1429,University of Transport and Communications,0,university of transport and communications,"(1.0, 'đại học giao thông vận tải cơ sở 2')",0,"(0.0, 'lý luận lịch sử và phê bình mỹ thuật')"
1430,trường ĐH Kinh Bắc,kế toán,đại học kinh bắc,"(1.0, 'đại học kinh bắc')",kế toán,"(1.0, 'kế toán')"
1431,Trường Đại học Kinh doanh và Công nghệ Hà Nội,Quản lý kinh doanh - Chuyên ngành Nhân sự,đại học kinh doanh và công nghệ hà nội,"(1.0, 'đại học kinh doanh và công nghệ hà nội')",quản lý kinh doanh  nhân sự,"(0.45454545454545453, 'quản trị kinh doanh')"
1432,Đại học Ngoại thương,Quản trị kinh doanh,đại học ngoại thương,"(1.0, 'đại học ngoại thương')",quản trị kinh doanh,"(1.0, 'quản trị kinh doanh')"
1433,Viện INTIC,Chuyên gia HSE,viện intic,"(0.29411764705882354, 'học viện tài chính')",chuyên gia hse,"(0.21428571428571427, 'tài nguyên và du lịch sinh thái')"
1434,Ly Tu Trong Colleges,Software Technology,ly tu trong colleges,"(0.2727272727272727, 'cao đẳng kinh tế kỹ thuật thủ đức')",software technology,"(0.45, 'công nghệ sinh học')"
1435,Trường đain học Lâm Nghiệp Việt Nam,Công nghệ sinh học,đain học lâm nghiệp việt nam,"(0.7083333333333334, 'đại học lâm nghiệp việt nam')",công nghệ sinh học,"(1.0, 'công nghệ sinh học')"
1436,Học viện y dược học cổ truyền Việt Nam,Trung cấp Dược,học viện y dược học cổ truyền việt nam,"(1.0, 'học viện y dược học cổ truyền việt nam')",trung cấp dược,"(0.6363636363636364, 'trung cấp')"
1437,Cao đẳng Y tế Phú Thọ.,Cao đẳng Dược.,cao đẳng y tế phú thọ.,"(1.0, 'cao đẳng y tế phú thọ')",cao đẳng dược,"(0.23076923076923078, 'dược học')"
1438,STU ,graphic design,stu,"(0.14285714285714285, 'viện holmes')",graphic design,"(1.0, 'thiết kế đồ họa')"
1439,CĐ Điện Lực,Tài Chính,cđ điện lực,"(0.5384615384615384, 'đại học điện lực')",tài chính,"(0.5833333333333334, 'tài chính lượng')"
1440,Đại học khoa học xã hội và nhân văn,Công tác xã hội,đại học khoa học xã hội và nhân văn,"(0.9230769230769231, 'đại học khoa học xã hội và nhân văn hà nội')",công tác xã hội,"(1.0, 'công tác xã hội')"
1441,Trường đại học Giao thông vận tải,Vận tải - kinh tế,đại học giao thông vận tải,"(1.0, 'đại học giao thông vận tải')",vận tải kinh tế,"(0.8333333333333334, 'kinh tế vận tải')"
1442,HCMU International University,Eletronic Engineering,hcmu international university,"(0.88, 'đại học quốc tế đại học quốc gia hcm')",eletronic engineering,"(0.6363636363636364, 'kỹ thuật cơ điện tử')"
1443,ĐH Sư Phạm Kỹ Thuật,Công Nghệ Kỹ Thuật Môi Trường,đại học sư phạm kỹ thuật,"(0.8181818181818182, 'đại học sư phạm kỹ thuật tp hcm')",công nghệ kỹ thuật môi trường,"(1.0, 'công nghệ kỹ thuật môi trường')"
1444,đại học công nghệ,hóa thực phẩm ,đại học công nghệ,"(0.8, 'đại học công nghệ đông á')",hóa thực phẩm,"(0.4375, 'kỹ thuật thực phẩm')"
1445,cao đẳng kinh tế công nghệ TP.HCM,tài chính ngân hàng,cao đẳng kinh tế công nghệ tp.hcm,"(1.0, 'cao đẳng kinh tế công nghệ tphcm')",tài chính ngân hàng,"(1.0, 'tài chính ngân hàng')"
1446,cao đẳng du lịch Sài gòn ,quản lý khách sạn ,cao đẳng du lịch sài gòn,"(0.7727272727272727, 'cao đẳng nghề du lịch sài gòn')",quản lý khách sạn,"(0.5882352941176471, 'quản trị khách sạn')"
1447,trường ĐH công nghiệp việt hung,cơ khí chế tạo,đại học công nghiệp việt hung,"(1.0, 'đại học công nghiệp việt hung')",cơ khí chế tạo,"(1.0, 'cơ khí chế tạo')"
1448,Đại học Tài chính - Marketing,Quản trị kinh doanh quốc tế,đại học tài chính - marketing,"(1.0, 'đại học tài chính marketing')",quản trị kinh doanh quốc tế,"(0.8181818181818182, 'quản trị và kinh doanh quốc tế')"
1449,trường trung học bưu chính viễn thông và công nghệ thông tin 1,kĩ thuật tổng đài,trung học bưu chính viễn thông và công nghệ thông tin 1,"(0.5641025641025641, 'học viện công nghệ bưu chính viễn thông')",kĩ thuật tổng đài,"(0.28, 'kỹ thuật tài nguyên nước')"
1450,đại học bách khoa hà nội,điện tử viễn thông ,đại học bách khoa hà nội,"(1.0, 'đại học bách khoa hà nội')",điện tử viễn thông,"(0.6842105263157895, 'kỹ thuật điện tử viễn thông')"
1451,Trường ĐH Kinh doanh và công nghệ Hà Nội,kế toán,đại học kinh doanh và công nghệ hà nội,"(1.0, 'đại học kinh doanh và công nghệ hà nội')",kế toán,"(1.0, 'kế toán')"
1452,Trường ĐH Kinh doanh và công nghệ Hà Nội,Công nghệ thông tin,đại học kinh doanh và công nghệ hà nội,"(1.0, 'đại học kinh doanh và công nghệ hà nội')",công nghệ thông tin,"(1.0, 'công nghệ thông tin')"
1453,Đại học Tài nguyên và Môi trường Hà Nội,Công nghệ môi trường,đại học tài nguyên và môi  hà nội,"(1.0, 'đại học tài nguyên và môi hà nội')",công nghệ môi trường,"(0.5909090909090909, 'công nghệ kỹ thuật môi trường')"
1454,học viện nông nghiệp việt nam,tự động hoá,học viện nông nghiệp việt nam,"(1.0, 'học viện nông nghiệp việt nam')",tự động hoá,"(0.3333333333333333, 'điện tự động công nghiệp')"
1455,Đại học Sư Phạm TP.HCM,Biên phiên dịch tiếng Pháp,đại học sư phạm tp.hcm,"(1.0, 'đại học sư phạm tp hcm')",biên phiên dịch tiếng pháp,"(0.6190476190476191, 'phiên dịch tiếng anh')"
1456,Nhạc viện TP.HCM,Thanh nhạc ,nhạc viện tp.hcm,"(1.0, 'nhạc viện tp hcm')",thanh nhạc,"(1.0, 'thanh nhạc')"
1457,Học viện Nông Nghiệp Việt Nam,kinh tế và phát triển nông thôn,học viện nông nghiệp việt nam,"(1.0, 'học viện nông nghiệp việt nam')",kinh tế và phát triển nông thôn,"(0.6521739130434783, 'phát triển nông thôn')"
1458,Đại học Công Nghiệp Tp.HCM,Kế toán - Kiểm toán,đại học công nghiệp tp.hcm,"(1.0, 'đại học công nghiệp tp hcm')",kế toán kiểm toán,"(0.7, 'kiểm toán')"
1459,Đại học Quốc tế Bắc Hà,Tài chính Quốc tế,đại học quốc tế bắc hà,"(1.0, 'đại học quốc tế bắc hà')",tài chính quốc tế,"(1.0, 'tài chính quốc tế')"
1460,đại học Lao Động Xã Hội,Bảo Hiểm,đại học lao động xã hội,"(1.0, 'đại học lao động xã hội')",bảo hiểm,"(1.0, 'bảo hiểm')"
1461,Đại học Tài chính-Marketing,Quản trị nhà hàng và dịch vụ ăn uống,đại học tài chính-marketing,"(1.0, 'đại học tài chính marketing')",quản trị nhà hàng và dịch vụ ăn uống,"(1.0, 'quản trị nhà hàng và dịch vụ ăn uống')"
1462,Đại học Kinh tế TP.HCM,Quản trị,đại học kinh tế tp.hcm,"(1.0, 'đại học kinh tế tp hcm')",quản trị,"(0.6, 'quản trị luật')"
1463,Đại học kinh doanh và công nghệ Hà Nội,Kế toán tài chính,đại học kinh doanh và công nghệ hà nội,"(1.0, 'đại học kinh doanh và công nghệ hà nội')",kế toán tài chính,"(1.0, 'kế toán tài chính')"
1464,Đại học Giao thông vận tải,Đường Bộ,đại học giao thông vận tải,"(1.0, 'đại học giao thông vận tải')",đường bộ,"(0.26666666666666666, 'xây dựng cầu đường')"
1465,THPT Yên Hưng,học sinh,thpt yên hưng,"(1.0, 'trung học phổ thông')",học sinh,"(1.0, 'học sinh')"
1466,Trường đại học Xây Dựng,Kinh tế xây dựng Anh,đại học xây dựng,"(0.7058823529411765, 'đại học xây dựng hà nội')",kinh tế xây dựng anh,"(0.8571428571428571, 'kinh tế xây dựng')"
1467,Đại học khoa học tự nhiên,Toán Học,đại học khoa học tự nhiên,"(0.8095238095238095, 'đại học khoa học tự nhiên hà nội')",toán học,"(1.0, 'toán học')"
1468,dai hoc conh nghiep thuc pham ,ke toan ,đại học conh nghiep thuc pham,"(0.3611111111111111, 'đại học công nghiệp thực phẩm tp hcm')",ke toan,"(0.18181818181818182, 'marketing')"
1469,Đại Học Sài Gòn,Kỹ Thuật Điện Điện Tử,đại học sài gòn,"(1.0, 'đại học sài gòn')",kỹ thuật công nghệ kỹ thuật điện điện tử,"(0.9523809523809523, 'công nghệ kỹ thuật điện điện tử')"
1470,cao đẳng thương mại và du lịch,kế  toán doanh nghiệp ,cao đẳng thương mại và du lịch,"(1.0, 'cao đẳng thương mại và du lịch')",kế toán doanh nghiệp,"(1.0, 'kế toán doanh nghiệp')"
1471,đại học xây dựng,xây dựng dân dụng và công nghiệp,đại học xây dựng,"(0.7058823529411765, 'đại học xây dựng hà nội')",xây dựng dân dụng và công nghiệp,"(1.0, 'xây dựng dân dụng và công nghiệp')"
1472,Vietnamese American Traning College,Kế toán doanh nghiệp,ese american traning college,"(0.2647058823529412, 'đại học trần quốc tuấn')",kế toán doanh nghiệp,"(1.0, 'kế toán doanh nghiệp')"
1473,Viện Đại học Mở Hà Nội,Công nghệ thông tin,viện đại học mở hà nội,"(1.0, 'viện đại học mở hà nội')",công nghệ thông tin,"(1.0, 'công nghệ thông tin')"
1474,đại học công nghiệp tphcm,quản trị du lịch lữ hành,đại học công nghiệp tp hcm,"(1.0, 'đại học công nghiệp tp hcm')",quản trị du lịch lữ hành,"(0.7083333333333334, 'quản trị dịch vụ du lịch và lữ hành')"
1475,Đại học Điện lực ,Hệ thống điện ,đại học điện lực,"(1.0, 'đại học điện lực')",hệ thống điện,"(1.0, 'hệ thống điện')"
1476,Đại học Sài Gòn,Quản trị kinh doanh,đại học sài gòn,"(1.0, 'đại học sài gòn')",quản trị kinh doanh,"(1.0, 'quản trị kinh doanh')"
1477,ĐH Bách Khoa Đà Nẵng,Công Nghệ Hóa Polyme,đại học bách khoa đà nẵng,"(0.95, 'đại học bách khoa đại học đà nẵng')",công nghệ hóa polyme,"(0.3333333333333333, 'công nghệ may')"
1478,Trường Đại học Sư phạm Hà Nội,Quản lý giáo dục ,đại học sư phạm hà nội,"(1.0, 'đại học sư phạm hà nội')",quản lý giáo dục,"(1.0, 'quản lý giáo dục')"
1479,đại học kinh doanh và công nghệ hà nội,quản trị kinh doanh,đại học kinh doanh và công nghệ hà nội,"(1.0, 'đại học kinh doanh và công nghệ hà nội')",quản trị kinh doanh,"(1.0, 'quản trị kinh doanh')"
1480,THPT Trần Phú Hoàn Kiếm,tự nhiên,thpt trần phú hòan kiếm,"(1.0, 'trung học phổ thông')",tự nhiên,"(0.5454545454545454, 'địa lý tự nhiên')"
1481,CĐSP Lạng Sơn,tiểu học,cao đẳng sư phạm lạng sơn,"(0.7894736842105263, 'cao đẳng sư phạm lạng sơn')",tiê u ho c,"(0.18181818181818182, 'điêu khắc')"
1482,Bach Khoa University,Geological Engineering,bach khoa university,"(1.0, 'đại học bách khoa tp hcm')",geological engineering,"(0.6363636363636364, 'kỹ thuật địa vật lý')"
1483,Đại học kinh tế  TP.HCM,Ngoại Thương,đại học kinh tế tp.hcm,"(1.0, 'đại học kinh tế tp hcm')",ngoại thương,"(0.35294117647058826, 'thương mại điện tử')"
